INFO: Waiting for solution ...
INFO: Algorithm took 0.106 seconds.
INFO: Step 1513 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1514 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1515 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1516 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1517 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1518 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1519 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1520 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1521 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1522 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1523 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1524 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1525 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1526 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 1527 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1528 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1529 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 1530 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1531 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1532 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1533 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 1534 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1535 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1536 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1537 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1538 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1539 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1540 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1541 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 1542 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1543 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1544 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1545 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1546 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1547 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1548 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1549 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1550 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 1551 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1552 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1553 - from (0, 1) to (5, 1) ; cost 5
INFO: Step 1554 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1555 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 1556 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1557 - from (5, 1) to (5, 0) ; cost 1
INFO: Step 1558 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1559 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1560 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1561 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1562 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1563 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1564 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1565 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1566 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1567 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 1568 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1569 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1570 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1571 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1572 - from (0, 1) to (0, 6) ; cost 5
INFO: Step 1573 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1574 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1575 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1576 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1577 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1578 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1579 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1580 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 1581 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1582 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1583 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1584 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1585 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1586 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 1587 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1588 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 1589 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1590 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1591 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1592 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1593 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1594 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1595 - from (5, 0) to (1, 0) ; cost 4
INFO: Step 1596 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1597 - from (1, 0) to (0, 0) ; cost 1
INFO: Step 1598 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1599 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1600 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1601 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1602 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1603 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1604 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1605 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1606 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1607 - from (0, 3) to (0, 6) ; cost 3
INFO: Step 1608 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1609 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1610 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1611 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1612 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1613 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1614 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1615 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1616 - from (0, 3) to (0, 6) ; cost 3
INFO: Step 1617 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1618 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1619 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1620 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1621 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1622 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1623 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1624 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1625 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1626 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 1627 - from (1, 6) to (5, 6) ; cost 4
INFO: Step 1628 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1629 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1630 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1631 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1632 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1633 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1634 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1635 - from (0, 3) to (0, 5) ; cost 2
INFO: Step 1636 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1637 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1638 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1639 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1640 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1641 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1642 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1643 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1644 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 1645 - from (4, 6) to (4, 0) ; cost 6
INFO: Step 1646 - from (4, 0) to (4, 6) ; cost 6
INFO: Step 1647 - from (4, 6) to (4, 0) ; cost 6
INFO: Step 1648 - from (4, 0) to (0, 0) ; cost 4
INFO: Step 1649 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1650 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1651 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1652 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1653 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1654 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1655 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1656 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1657 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1658 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1659 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1660 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1661 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1662 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1663 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1664 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1665 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1666 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1667 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1668 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1669 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1670 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1671 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1672 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1673 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1674 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1675 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1676 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1677 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1678 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1679 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1680 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1681 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1682 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1683 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 1684 - from (4, 6) to (0, 6) ; cost 4
INFO: Step 1685 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1686 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1687 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1688 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1689 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1690 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1691 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1692 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1693 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1694 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1695 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1696 - from (0, 6) to (0, 4) ; cost 2
INFO: Step 1697 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 1698 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 1699 - from (0, 4) to (0, 6) ; cost 2
INFO: Step 1700 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 1701 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1702 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1703 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1704 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1705 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1706 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1707 - from (5, 3) to (5, 1) ; cost 2
INFO: Step 1708 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 1709 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1710 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1711 - from (0, 3) to (0, 6) ; cost 3
INFO: Step 1712 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1713 - from (0, 6) to (0, 4) ; cost 2
INFO: Step 1714 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 1715 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1716 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 1717 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1718 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1719 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1720 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1721 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1722 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1723 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1724 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1725 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1726 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1727 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1728 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1729 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1730 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1731 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1732 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 1733 - from (4, 6) to (4, 0) ; cost 6
INFO: Step 1734 - from (4, 0) to (4, 6) ; cost 6
INFO: Step 1735 - from (4, 6) to (4, 0) ; cost 6
INFO: Step 1736 - from (4, 0) to (5, 0) ; cost 1
INFO: Step 1737 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1738 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1739 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1740 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 1741 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1742 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1743 - from (5, 0) to (5, 2) ; cost 2
INFO: Step 1744 - from (5, 2) to (5, 0) ; cost 2
INFO: Step 1745 - from (5, 0) to (5, 2) ; cost 2
INFO: Step 1746 - from (5, 2) to (4, 2) ; cost 1
INFO: Step 1747 - from (4, 2) to (4, 0) ; cost 2
INFO: Step 1748 - from (4, 0) to (0, 0) ; cost 4
INFO: Step 1749 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1750 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1751 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1752 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1753 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1754 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1755 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 1756 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1757 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1758 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1759 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1760 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1761 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1762 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 1763 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1764 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1765 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1766 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1767 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1768 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 1769 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1770 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 1771 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1772 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1773 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1774 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 1775 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1776 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 1777 - from (5, 3) to (5, 1) ; cost 2
INFO: Step 1778 - from (5, 1) to (0, 1) ; cost 5
INFO: Step 1779 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1780 - from (0, 1) to (5, 1) ; cost 5
INFO: Step 1781 - from (5, 1) to (5, 0) ; cost 1
INFO: Step 1782 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1783 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1784 - from (5, 0) to (5, 2) ; cost 2
INFO: Step 1785 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1786 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 1787 - from (5, 2) to (5, 3) ; cost 1
INFO: Step 1788 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1789 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1790 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 1791 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1792 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1793 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1794 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1795 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1796 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1797 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1798 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 1799 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1800 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1801 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1802 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1803 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1804 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1805 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1806 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1807 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1808 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1809 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1810 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1811 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1812 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 1813 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1814 - from (0, 6) to (0, 4) ; cost 2
INFO: Step 1815 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 1816 - from (0, 0) to (0, 3) ; cost 3
INFO: Step 1817 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 1818 - from (0, 4) to (0, 6) ; cost 2
INFO: Step 1819 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1820 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1821 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1822 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1823 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1824 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1825 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1826 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1827 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1828 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1829 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1830 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1831 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1832 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1833 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1834 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1835 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1836 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1837 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1838 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1839 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1840 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 1841 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 1842 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 1843 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1844 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1845 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 1846 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 1847 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1848 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1849 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1850 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1851 - from (0, 0) to (4, 0) ; cost 4
INFO: Step 1852 - from (4, 0) to (4, 6) ; cost 6
INFO: Step 1853 - from (4, 6) to (4, 0) ; cost 6
INFO: Step 1854 - from (4, 0) to (4, 6) ; cost 6
INFO: Step 1855 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1856 - from (4, 6) to (0, 6) ; cost 4
INFO: Step 1857 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1858 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1859 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1860 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1861 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1862 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1863 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1864 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1865 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 1866 - from (4, 6) to (4, 0) ; cost 6
INFO: Step 1867 - from (4, 0) to (5, 0) ; cost 1
INFO: Step 1868 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1869 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1870 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1871 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1872 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1873 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1874 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1875 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1876 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1877 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1878 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1879 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1880 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 1881 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1882 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1883 - from (4, 6) to (4, 0) ; cost 6
INFO: Step 1884 - from (4, 0) to (4, 6) ; cost 6
INFO: Step 1885 - from (4, 6) to (0, 6) ; cost 4
INFO: Step 1886 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1887 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1888 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1889 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1890 - from (0, 0) to (4, 0) ; cost 4
INFO: Step 1891 - from (4, 0) to (0, 0) ; cost 4
INFO: Step 1892 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1893 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1894 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1895 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1896 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1897 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1898 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1899 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1900 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1901 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1902 - from (0, 3) to (0, 1) ; cost 2
INFO: Step 1903 - from (0, 1) to (5, 1) ; cost 5
INFO: Step 1904 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 1905 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1906 - from (0, 3) to (0, 6) ; cost 3
INFO: Step 1907 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 1908 - from (0, 1) to (5, 1) ; cost 5
INFO: Step 1909 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 1910 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1911 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1912 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1913 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1914 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 1915 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1916 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1917 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1918 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1919 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 1920 - from (0, 1) to (5, 1) ; cost 5
INFO: Step 1921 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1922 - from (5, 1) to (0, 1) ; cost 5
INFO: Step 1923 - from (0, 1) to (0, 0) ; cost 1
INFO: Step 1924 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1925 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1926 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1927 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1928 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1929 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1930 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1931 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1932 - from (0, 3) to (0, 1) ; cost 2
INFO: Step 1933 - from (0, 1) to (0, 6) ; cost 5
INFO: Step 1934 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1935 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1936 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1937 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1938 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1939 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1940 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1941 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 1942 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 1943 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1944 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1945 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1946 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1947 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1948 - from (0, 5) to (5, 5) ; cost 5
